alert_queue_rank,product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
976,1005,2025-12-01,10,Northern EU,2026-01-01,,scoring,51,refit_model_current_scoring,,,1,Medium Risk,0.12599993548180288,0.8734277455342758,0.000572318983921045,0.057231898392104505,0.1,4.37286191751059,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 06,Growth,152.0,174637.3,4.0,0.10775,,,0,0.0,False,247,4,48606.49999999999,0.2783282838202376,0.2435897435897435,13.172494172494172,0,1,0,0,10.0,3.0,10.0,,-0.0116717161797623,0,2.0,,3492.746,Medium Risk,0.8734277455342758,0.33333333333332965,0.3333333333333305,Customers Lag 1M,4.400296864212289,increases predicted class probability,Unit Share Lag 1M,3.7700870350492397,increases predicted class probability,Customer Count Growth Pct,3.761855077630923,increases predicted class probability,Units Lag 1M,3.7563109915332573,increases predicted class probability,Revenue Lag 1M,3.38204426608489,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,1660
977,1012,2025-12-01,1,Western EU,2026-01-01,,scoring,120,refit_model_current_scoring,,,1,Medium Risk,0.19637124976670284,0.8030692648563893,0.000559485376908202,0.0559485376908202,0.1,4.020941178051029,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 13,Growth,412.0,429806.99,9.0,0.1586666666666666,,,0,0.0,False,353,2,121499.14999999997,0.2826830480351191,0.1315033514203638,1.321891783122164,0,0,0,0,10.0,0.5,10.0,,-0.0073169519648808,0,2.0,,8596.139799999999,Medium Risk,0.8030692648563893,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.089993164175768,increases predicted class probability,Units Lag 1M,2.9940251190725014,increases predicted class probability,Unit Share Lag 1M,2.6500664378407013,increases predicted class probability,Customer Share Category Region,2.632995334839935,increases predicted class probability,Product Unit Share Category Region,2.426034035797512,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1663
978,1179,2025-12-01,6,Northern EU,2026-01-01,,scoring,1796,refit_model_current_scoring,,,1,Medium Risk,0.18266291679372723,0.816778892979217,0.0005581902270556122,0.05581902270556122,0.1,4.089476367166641,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 20,New,391.0,19858.03,7.0,0.128,180.0,49.58,0,0.0,False,225,1,2857.3499999999985,0.1438888953234534,0.1261290322580645,1.3625544354838712,0,0,0,0,9.056,0.75,49.515,0.0,-0.0761111046765465,0,1.8112000000000004,0.0,359.66863936000004,Medium Risk,0.816778892979217,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.199335096571719,increases predicted class probability,Units Lag 1M,3.034196773757583,increases predicted class probability,Units Vs 6M Avg Pct,3.029870861081989,increases predicted class probability,Unit Share Lag 1M,2.9602663154202338,increases predicted class probability,Product Unit Share Category Region,2.3213768984818057,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1664
979,1040,2025-12-01,2,Western EU,2026-01-01,,scoring,402,refit_model_current_scoring,,,1,Medium Risk,0.45790362016556896,0.5415603385436136,0.0005360412908172913,0.053604129081729124,0.1,2.713162105626241,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 01,Decline,44.0,12997.86,1.0,0.204,,,0,0.0,False,319,6,1382.7399999999998,0.1063821275194531,0.034401876465989,0.1463919422342821,0,0,0,1,10.0,-0.5,10.0,,-0.1636178724805468,0,17.0,,2209.6362,Medium Risk,0.5415603385436136,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.9093734447769215,decreases predicted class probability,Customers Lag 1M,3.461125048523947,increases predicted class probability,Units Lag 1M,3.2378703749779936,increases predicted class probability,Unit Share Lag 1M,2.954936845752508,increases predicted class probability,Revenue Lag 1M,2.6854129310904384,increases predicted class probability,Customer decline; Supply pressure; Declining customer base; Margin below target,Customer decline; Supply pressure; Declining customer base; Margin below target,Monitor next month and assign an owner if deterioration continues,4,2,1670
980,1132,2025-12-01,6,Northern EU,2026-01-01,,scoring,1326,refit_model_current_scoring,,,1,Medium Risk,0.3511238228058259,0.6483532031332139,0.000522974060960005,0.0522974060960005,0.1,3.2469957562756697,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 13,Mature,439.0,39446.78,4.0,0.1755,,,0,0.0,True,673,6,9366.5,0.2374465038717989,0.137101811367895,2.4718525768955377,0,0,0,0,10.0,0.3333333333333333,10.0,,-0.072553496128201,0,2.0,,788.9356,Medium Risk,0.6483532031332139,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.630450040350201,decreases predicted class probability,Units Lag 1M,3.380848246656545,increases predicted class probability,Customers Lag 1M,3.0932997445170045,increases predicted class probability,Unit Share Lag 1M,2.8019259502060114,increases predicted class probability,Units Vs 6M Avg Pct,2.6312122309461854,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1673
981,1174,2025-12-01,5,Northern EU,2026-01-01,,scoring,1745,refit_model_current_scoring,,,1,Medium Risk,0.16160719843249544,0.8378743208396465,0.0005184807278578019,0.05184807278578019,0.1,4.19455641147681,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 15,Growth,410.0,22955.02,7.0,0.189,115.15,50.41,0,0.0,False,185,3,4611.619999999999,0.2008981042055288,0.2025691699604743,9.914181339082525,0,0,0,0,7.978000000000001,2.5,14.449500000000004,0.0,-0.0191018957944711,0,1.5956,0.0,366.27029912000006,Medium Risk,0.8378743208396465,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.4614383782037677,increases predicted class probability,Customers Lag 1M,3.396628908641861,increases predicted class probability,Unit Share Lag 1M,3.14573135098399,increases predicted class probability,Customer Count Growth Pct,2.8109314361999793,increases predicted class probability,Customer Share Category Region,2.7525016003862106,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1674
982,1095,2025-12-01,5,Northern EU,2026-01-01,,scoring,955,refit_model_current_scoring,,,1,Medium Risk,0.31535654387888407,0.6841464840825212,0.0004969720385947455,0.04969720385947455,0.0,3.4257021407985535,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 16,Decline,142.0,99708.51,2.0,0.1715,,,0,0.0,False,272,6,29414.25,0.2950024025030561,0.0667606958157028,0.1841594126502447,0,0,0,1,10.0,-0.3333333333333333,10.0,,-0.0949975974969438,0,17.0,,16950.4467,Medium Risk,0.6841464840825212,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.13806626832757,decreases predicted class probability,Units Lag 1M,3.114681882833112,increases predicted class probability,Customers Lag 1M,3.0673837309906498,increases predicted class probability,Unit Share Lag 1M,2.8915711331111584,increases predicted class probability,Is Declining Product,2.238695809900676,increases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,1675
983,1087,2025-12-01,4,Southern EU,2026-01-01,,scoring,874,refit_model_current_scoring,,,1,Medium Risk,0.12560256998562877,0.8739214984209436,0.00047593159342746875,0.047593159342746875,0.0,4.374366808038992,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 08,Mature,409.0,204270.95,6.0,0.1916666666666666,,,0,0.0,False,305,4,76131.25,0.3726973904023063,0.2343839541547278,6.252380427595328,0,0,0,0,10.0,2.0,10.0,,-0.0173026095976936,0,2.0,,4085.419,Medium Risk,0.8739214984209436,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.4068867453545524,increases predicted class probability,Units Lag 1M,3.0003597363149197,increases predicted class probability,Product Unit Share Category Region,2.919536592051208,increases predicted class probability,Unit Share Lag 1M,2.7281670601861667,increases predicted class probability,Units Vs 6M Avg Pct,2.6647677377362817,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1680
984,1188,2025-12-01,6,Northern EU,2026-01-01,,scoring,1886,refit_model_current_scoring,,,1,Medium Risk,0.18591593721498442,0.8136131297914496,0.00047093299356605454,0.04709329935660545,0.0,4.072774978892908,0.39,1,0,,,Services,Service Contract,Service Contract Model 09,Decline,327.0,70441.20999999999,7.0,0.1495714285714285,180.0,54.82,0,0.0,False,324,3,42512.13999999999,0.6035123473886947,0.1136205698401667,1.725572506747257,0,0,0,0,8.388,2.5,48.467,0.0,-0.0164876526113052,0,1.6776,0.0,1181.7217389599998,Medium Risk,0.8136131297914496,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.170732522515872,increases predicted class probability,Customers Lag 1M,3.157433196329674,increases predicted class probability,Unit Share Lag 1M,2.824687894112227,increases predicted class probability,Units Vs 6M Avg Pct,2.7201301931064203,increases predicted class probability,Customer Count Growth Pct,2.4664569493875605,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1681
985,1151,2025-12-01,4,Southern EU,2026-01-01,,scoring,1514,refit_model_current_scoring,,,1,Medium Risk,0.3562662983536417,0.6432645521467603,0.00046914949959836987,0.046914949959836985,0.0,3.2210142557297847,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 12,Decline,48.0,31735.7,1.0,0.085,,,0,0.0,False,203,2,6872.18,0.2165441442917597,0.0605296343001261,0.0229508196721312,0,0,0,0,10.0,0.0,10.0,,0.0365441442917597,0,2.0,,634.714,Medium Risk,0.6432645521467603,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.669631079664783,decreases predicted class probability,Customers Lag 1M,3.3264196390246776,increases predicted class probability,Unit Share Lag 1M,3.303789039625402,increases predicted class probability,Units Vs 6M Avg Pct,3.0156018935202415,increases predicted class probability,Revenue Lag 1M,2.827251985746505,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1682
986,1178,2025-12-01,10,Northern EU,2026-01-01,,scoring,1781,refit_model_current_scoring,,,1,Medium Risk,0.36556819230750465,0.63397679207502,0.0004550156174754685,0.045501561747546854,0.0,3.1744341165498544,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 19,New,100.0,4952.21,1.0,0.269,131.49,46.88,0,0.0,False,183,0,1079.2100000000005,0.2179249264469803,0.209205020920502,1.284383857470644,0,0,0,1,8.05,-0.6666666666666666,21.304500000000004,0.0,-0.0020750735530196,0,16.61,0.0,822.562081,Medium Risk,0.63397679207502,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.5776459480338105,increases predicted class probability,Customer Count Growth Pct,-3.536852630689629,decreases predicted class probability,Units Lag 1M,3.4609750613937735,increases predicted class probability,Unit Share Lag 1M,3.298290434799789,increases predicted class probability,Revenue Lag 1M,2.8127459935593953,increases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,1683
987,1095,2025-12-01,10,Northern EU,2026-01-01,,scoring,951,refit_model_current_scoring,,,1,Medium Risk,0.44156913890867755,0.5579867650141187,0.00044409607720373624,0.044409607720373626,0.0,2.794374785842631,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 16,Decline,0.0,0.0,0.0,,,,0,0.0,False,263,6,0.0,,0.0,-1.0,1,0,0,1,10.0,-1.0,10.0,,,0,32.0,,0.0,Medium Risk,0.5579867650141187,0.33333333333332965,0.3333333333333305,Units Lag 3M,5.240962995334175,increases predicted class probability,Units Lag 1M,4.455822548307289,increases predicted class probability,Risk Factor Volatility,-4.155283092573309,decreases predicted class probability,Customers Lag 1M,3.0610098770611662,increases predicted class probability,Units Acceleration 3M,2.9306520359585284,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,1685
988,1109,2025-12-01,7,Eastern EU,2026-01-01,,scoring,1097,refit_model_current_scoring,,,1,Medium Risk,0.16727271183985154,0.8322886656188565,0.00043862254129154886,0.043862254129154885,0.0,4.165829553507198,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 10,Mature,138.0,237652.87,2.0,0.09,,,0,0.0,False,350,9,107045.53,0.4504280970812597,0.2053571428571428,3.23822188449848,0,1,0,0,10.0,1.0,10.0,,0.1104280970812597,0,2.0,,4753.0574,Medium Risk,0.8322886656188565,0.33333333333332965,0.3333333333333305,Customers Lag 1M,4.2038124566022,increases predicted class probability,Units Lag 1M,4.122726821950495,increases predicted class probability,Unit Share Lag 1M,4.088505444622902,increases predicted class probability,Customer Count Growth Pct,3.23710498467292,increases predicted class probability,Revenue Lag 1M,3.0829033303234787,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,1689
989,1030,2025-12-01,7,Eastern EU,2026-01-01,,scoring,307,refit_model_current_scoring,,,1,Medium Risk,0.13578107268357537,0.8638023088498894,0.00041661846653452775,0.04166184665345277,0.0,4.323177728914792,0.39,1,0,,,IT,Laptop Standard,Laptop Standard Model 11,Mature,181.0,93391.69,3.0,0.1376666666666666,,,0,0.0,True,2438,60,21840.58,0.2338599933248879,0.2063854047890536,1.7590469903378745,0,0,0,0,10.0,2.0,10.0,,-0.006140006675112,0,2.0,,1867.8338,Medium Risk,0.8638023088498894,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.8950075200323413,increases predicted class probability,Unit Share Lag 1M,3.640377727680006,increases predicted class probability,Units Lag 1M,3.4656563316175615,increases predicted class probability,Units Vs 6M Avg Pct,3.0601427506307135,increases predicted class probability,Mom Units Growth Pct,2.8352726123377257,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1691
990,1160,2025-12-01,6,Northern EU,2026-01-01,,scoring,1606,refit_model_current_scoring,,,1,Medium Risk,0.1884329381822051,0.8111591549778374,0.00040790683995706363,0.040790683995706366,0.0,4.059874843288758,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 01,Mature,632.0,34805.57,7.0,0.1601111111111111,180.0,49.58,0,0.0,False,302,2,4570.689999999999,0.1313206478158524,0.2038709677419354,20.82147465437788,0,0,0,0,9.056,2.5,49.515,0.0,-0.0886793521841475,0,1.8112000000000004,0.0,630.3984838400002,Medium Risk,0.8111591549778374,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.55363486011288,increases predicted class probability,Units Lag 1M,3.520941613776312,increases predicted class probability,Product Unit Share Category Region,2.9588613699205912,increases predicted class probability,Unit Share Lag 1M,2.9122593550638096,increases predicted class probability,Customer Count Growth Pct,2.8975699364210428,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1693
991,1142,2025-12-01,6,Northern EU,2026-01-01,,scoring,1426,refit_model_current_scoring,,,1,Medium Risk,0.21723876437988343,0.7823628283902155,0.0003984072299010122,0.03984072299010122,0.0,3.915798214250088,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 03,Decline,181.0,105887.2,3.0,0.1646666666666666,,,0,0.0,False,284,1,-3190.6399999999994,-0.0301324428259506,0.0905452726363181,2.325703392236659,0,0,0,0,10.0,0.0,10.0,,-0.2101324428259506,0,2.0,,2117.744,Medium Risk,0.7823628283902155,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.5222496077953287,increases predicted class probability,Unit Share Lag 1M,3.3519288763668236,increases predicted class probability,Units Lag 1M,3.0031246203838853,increases predicted class probability,Units Vs 6M Avg Pct,2.88029299396845,increases predicted class probability,Revenue Lag 1M,2.217714008795807,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,1696
992,1192,2025-12-01,6,Northern EU,2026-01-01,,scoring,1926,refit_model_current_scoring,,,1,Medium Risk,0.40387857637812613,0.5957497359178029,0.0003716877040709819,0.03716877040709819,0.0,2.982465556629724,0.39,1,0,,,Services,Service Contract,Service Contract Model 13,Mature,609.0,153166.50999999998,3.0,0.1149999999999999,180.0,54.82,0,0.0,False,312,13,89891.40999999997,0.5868868462172311,0.2116052814454482,11.83946163593999,0,0,0,0,8.388,0.0,48.467,0.0,-0.0331131537827689,0,1.6776,0.0,2569.5213717599995,Medium Risk,0.5957497359178029,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-6.928942631014899,decreases predicted class probability,Customers Lag 1M,3.3324394203105783,increases predicted class probability,Units Lag 1M,3.159082571906883,increases predicted class probability,Unit Share Lag 1M,3.120121768307983,increases predicted class probability,Units Vs 6M Avg Pct,2.9393668955635492,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1705
